-0.0429692    -0.073452
-0.0678665    -0.0869442
0.0320105    -0.00164242
0.0520992    0.0121026
0.0737056    0.0217046
0.0396621    0.0164501
0.0309522    -0.00213757
-0.0165086    -0.0206024
-0.0514848    -0.0796296
0.0677879    0.0722806
-0.056236    -0.00514943
-0.239003    -0.125968
0.022272    0.00447422
0.11014    0.0313815
0.064547    0.019496
0.113196    0.0424037
0.0760868    0.0643977
0.0277125    -0.00258056
0.038861    -0.00190184
0.0241684    0.00253031
0.0415997    -0.0182436
0.0510668    0.0173674
0.0420696    0.0272534
0.0321359    -0.00778789
-0.0136699    -0.0170378
0.0125488    0.0209476
0.011668    0.0272724
0.165943    0.10943
0.0565688    0.044671
-0.0378864    -0.054894
0.0484252    0.0299638
0.00985272    0.0385992
-0.0369332    0.011226
-0.161061    -0.0232421
0.0134435    -0.00686093
0.0720692    0.0834629
0.0943301    0.0757393
0.0917993    0.0592407
0.0697344    0.04434
-0.00979866    -0.100556
0.0355883    -0.0242652
0.0194342    -0.0110068
0.0220192    -0.00315917
0.0539172    0.0329881
0.0548947    0.0304825
0.0603569    0.0157468
0.0363321    -0.00445376
0.0337713    -0.00400239
0.00535191    -0.00497389
0.0126449    0.00183403
0.0124624    0.0144732
0.00712529    0.0285349
-0.0209864    -0.00977512
0.136568    0.12547
0.0435291    0.0356698
0.0157271    -0.0207098
0.0302199    0.0132635
0.0059867    0.0242065
0.00842889    0.00922505
0.043157    -0.0129093
-0.0604344    -0.0399715
0.0277491    0.0361185
0.0367199    0.0680547
0.0158154    0.0375895
0.0224438    0.0172822
0.0223152    0.0374442
0.0967472    0.00488654
0.0486872    0.0083305
0.0436995    0.00787109
0.0368346    0.0168557
0.0312416    0.0285128
0.0318228    0.0178982
0.0407313    -0.013389
0.0272873    -0.019287
0.0281298    -7.74982e-05
0.0250269    -0.00923337
-0.00870368    0.0131782
0.0227119    -0.00488967
0.0297466    0.0481842
0.0763077    0.0959732
0.111479    0.0778036
0.0465074    -0.00549345
0.008732    -0.00227366
0.0419159    0.0232021
0.0182089    0.0117518
0.0299986    0.0407801
0.0280222    -0.0121427
-0.0043498    0.00441755
0.00605471    0.015267
0.00938115    0.0470726
-0.0144885    -0.000938875
-0.0155633    -0.0408326
0.00150058    0.00641697
-0.000179422    0.0524664
0.0558293    -0.0163591
0.0123357    -0.00629781
0.0277267    0.00146705
0.0380054    -0.00790508
0.00657094    -0.0110573
0.0346263    0.0247825
0.0121936    0.0148843
0.00563176    -0.0141531
0.0187234    -0.0030438
0.0293197    0.000867909
0.0232916    -0.00712682
0.0125151    0.0190449
0.0226286    0.0189238
0.0379123    0.0126491
0.0433147    0.0706337
0.0198429    0.0692487
0.0531852    0.06733
0.128188    0.0761347
0.0455696    0.0199177
0.0269931    0.0319687
0.0431077    0.0292346
0.02288    0.014576
0.0442162    0.0403179
0.0204062    0.0193027
-0.00875756    -0.000641276
0.0152169    0.0233267
0.0250426    0.0185485
0.00400037    -0.00138701
-0.00394066    0.00591973
0.0248044    0.00699043
0.0340635    0.0520351
0.0619194    0.0318296
0.0289522    -0.0133486
0.0455974    0.0314324
0.0437703    -0.00962049
0.0178849    -0.0148506
0.010222    0.00896708
0.0125738    0.00870477
-0.000714033    0.00819862
0.00971175    -0.00401335
0.00888853    -0.0155635
0.0344541    0.0196848
0.019936    -0.0130924
0.0186851    0.00379452
0.0197176    0.0200384
0.0329764    0.0180598
0.021142    0.0431148
0.00176416    -0.0376344
0.0145779    0.0223981
0.0315755    -0.00120483
0.108577    0.0539116
0.0210175    -0.0220292
0.0192132    0.0421315
0.0296458    0.027518
0.00578981    -0.00063849
0.0485553    0.0273116
0.00716805    -0.0146049
0.0369177    0.0337258
0.0224481    0.0119289
0.0332343    0.0229634
0.0078682    -0.0216093
0.0141706    0.0199912
0.019981    0.00472527
0.0178069    0.0257498
0.0181612    -0.0579384
0.032695    0.0269937
0.00574939    0.0123879
-0.00629109    -0.0284721
0.000777301    -0.00107807
-0.00204509    -0.0220717
0.0174454    0.0194352
0.00787342    0.00313876
-0.00213926    -0.0229226
0.00877607    -0.0365485
