-9  -7.5  1.00025  0.996162  0.00133452  0.00168713
-6  -4.5  1.00035  0.99887  0.00155075  0.00188642
-3  -1.5  0.999397  1.00497  0.00224827  0.00229233
0  1.5  0.996305  1.01699  0.00233293  0.00446097
3  4.5  0.993329  1.03018  0.00333073  0.00690476
6  7.5  0.991034  1.03822  0.00480292  0.00912647
9  10.5  0.990018  1.04019  0.00511048  0.0107935
12  13.5  0.990545  1.0405  0.00569043  0.0106493
15  16.5  0.990844  1.04005  0.00630762  0.0103637
18  19.5  0.990206  1.04051  0.00616729  0.0109852
21  22.5  0.989969  1.04134  0.00611756  0.0111
24  25.5  0.990081  1.04127  0.00591091  0.0109772
27  28.5  0.990076  1.03918  0.00569696  0.0103698
30  31.5  0.990076  1.02925  0.003982  0.0100204
33  34.5  0.992892  1.01479  0.00400928  0.0102184
36  37.5  0.99675  1.00172  0.003218  0.00865956
39  40.5  0.998891  0.995176  0.00217242  0.00597202
42  43.5  0.99995  0.992644  0.00159283  0.0030264
45  46.5  1.00084  0.992526  0.00184138  0.00193973
48  49.5  1.00078  0.994192  0.00114297  0.00208434
51  52.5  1.00025  0.996162  0.00133452  0.00168713
54  55.5  1.00035  0.99887  0.00155075  0.00188642
57  58.5  0.999397  1.00497  0.00224827  0.00229233
