-9  -7.5  0.999691  1.00031  0.000809808  0.00104229
-6  -4.5  0.999727  1.00009  0.000965449  0.00177286
-3  -1.5  1.00058  0.999597  0.00170086  0.00172681
0  1.5  1.00142  0.997528  0.00200785  0.00318106
3  4.5  1.00178  0.994058  0.00251968  0.00471583
6  7.5  1.00187  0.991561  0.00322522  0.00485584
9  10.5  1.00236  0.991154  0.00314292  0.00421757
12  13.5  1.00287  0.990902  0.00265869  0.00402543
15  16.5  1.00295  0.991198  0.00279835  0.00398489
18  19.5  1.00319  0.992379  0.00356843  0.00358431
21  22.5  1.0029  0.992818  0.00366165  0.0037748
24  25.5  1.0021  0.992583  0.00282418  0.00458582
27  28.5  1.00137  0.993973  0.00287369  0.0049748
30  31.5  1.00137  0.999683  0.00362546  0.00487782
33  34.5  0.999938  1.00302  0.00271897  0.00499962
36  37.5  0.999676  1.00292  0.00248334  0.0046352
39  40.5  0.999455  1.00168  0.00202907  0.00344721
42  43.5  0.99999  1.00119  0.00161348  0.00215333
45  46.5  1.00021  1.00106  0.00132014  0.00164945
48  49.5  1.00004  1.00077  0.000924974  0.00139205
51  52.5  0.999691  1.00031  0.000809808  0.00104229
54  55.5  0.999727  1.00009  0.000965449  0.00177286
57  58.5  1.00058  0.999597  0.00170086  0.00172681
