-9  -7.5  1.0008  0.997533  0.000577408  0.00110976
-6  -4.5  1.00027  0.999339  0.000833364  0.00156003
-3  -1.5  0.998926  1.00313  0.00092763  0.00194047
0  1.5  0.996266  1.01037  0.00171675  0.003255
3  4.5  0.993212  1.01827  0.00246018  0.00503627
6  7.5  0.990664  1.02317  0.00318045  0.00652342
9  10.5  0.989102  1.02362  0.00371223  0.00731074
12  13.5  0.988669  1.02363  0.00425325  0.00751957
15  16.5  0.988858  1.02355  0.00466791  0.00751775
18  19.5  0.988801  1.02408  0.00450305  0.00756448
21  22.5  0.988327  1.02478  0.00407789  0.00729067
24  25.5  0.988129  1.02488  0.0040011  0.00711328
27  28.5  0.988251  1.02347  0.00417078  0.00686768
30  31.5  0.988251  1.01741  0.00325492  0.00634912
33  34.5  0.992029  1.00897  0.00259681  0.0062225
36  37.5  0.99591  1.00089  0.00204246  0.00526298
39  40.5  0.998663  0.99679  0.00178289  0.00365324
42  43.5  1.00037  0.995168  0.00086051  0.00191693
45  46.5  1.00111  0.99509  0.000852045  0.00158177
48  49.5  1.001  0.996185  0.000746351  0.00133057
51  52.5  1.0008  0.997533  0.000577408  0.00110976
54  55.5  1.00027  0.999339  0.000833364  0.00156003
57  58.5  0.998926  1.00313  0.00092763  0.00194047
