258.667  259.917  0.988452  0.991089  0.48432  0.485541
261.333  262.583  0.986318  0.990119  0.483357  0.485069
264  265.25  0.991633  0.99421  0.485858  0.487083
266.667  267.917  0.996032  0.992634  0.488088  0.486292
269.333  270.583  0.987258  0.992039  0.483823  0.486001
272  273.25  0.992843  0.993142  0.486464  0.48655
274.667  275.917  0.988758  0.991508  0.484424  0.485749
277.333  278.583  0.986431  0.991791  0.483281  0.485927
280  281.25  0.990672  0.992813  0.485375  0.486392
282.667  283.917  0.986975  0.994393  0.483524  0.48719
285.333  286.583  0.987847  0.992787  0.483959  0.486386
288  289.25  0.990071  0.995168  0.485046  0.487563
290.667  291.917  0.991157  0.994337  0.485606  0.487158
293.333  294.583  0.990233  0.993452  0.485132  0.486705
296  297.25  0.987815  0.992646  0.483967  0.486308
298.667  299.917  0.99402  0.993573  0.48699  0.486823
301.333  302.583  0.994136  0.99536  0.487065  0.48768
304  305.25  0.985759  0.993344  0.482983  0.486669
306.667  307.917  0.988797  0.996359  0.484449  0.488176
309.333  310.583  0.993003  0.993217  0.486489  0.486625
312  313.25  0.987218  0.994503  0.483644  0.487213
314.667  315.917  0.992874  0.999172  0.48642  0.489496
317.333  318.583  0.99559  0.996099  0.487791  0.488037
320  321.25  0.994758  0.998677  0.487332  0.489263
322.667  323.917  0.993146  0.997586  0.486641  0.488749
325.333  326.583  0.995906  0.996265  0.487892  0.488134
328  329.25  0.994316  0.99623  0.487137  0.488069
330.667  331.917  0.997299  1.00014  0.488599  0.489983
333.333  334.583  0.992478  0.99862  0.486226  0.489228
336  337.25  0.997543  0.996116  0.48877  0.488014
338.667  339.917  0.993755  0.999378  0.486843  0.489608
341.333  342.583  0.993356  0.997747  0.486652  0.488812
344  345.25  0.999493  0.998896  0.489661  0.489407
346.667  347.917  1.00042  0.996878  0.490112  0.48839
349.333  350.583  0.997531  0.998616  0.488715  0.489273
352  353.25  0.993619  0.99796  0.486799  0.488934
354.667  355.917  0.992734  0.999586  0.486356  0.489747
357.333  358.583  1.00369  0.999578  0.491732  0.489704
360  361.25  0.998227  0.999265  0.489032  0.489561
362.667  363.917  0.996547  0.999258  0.488221  0.489581
365.333  366.583  0.998697  0.99952  0.489268  0.489686
368  369.25  0.997163  0.998924  0.4886  0.489399
370.667  371.917  0.994609  0.998695  0.487318  0.489284
373.333  374.583  0.99849  1.00021  0.489177  0.490079
376  377.25  1.00313  1.00241  0.491442  0.491096
378.667  379.917  0.999268  0.998503  0.489557  0.489224
381.333  382.583  0.998282  0.997563  0.489073  0.48872
384  385.25  0.996665  0.998726  0.488283  0.489286
386.667  387.917  0.999725  1.00014  0.489857  0.490016
389.333  390.583  1.00008  0.999704  0.489937  0.489789
392  393.25  1.00157  0.999804  0.490686  0.489816
394.667  395.917  0.995161  1.00352  0.487545  0.491633
397.333  398.583  0.997463  1.00108  0.488662  0.490442
400  401.25  0.999256  1.00084  0.48955  0.490309
402.667  403.917  0.998057  0.998733  0.488973  0.489301
405.333  406.583  0.994127  0.999284  0.487083  0.489566
408  409.25  0.996685  0.997938  0.488275  0.488929
410.667  411.917  0.998046  1.00154  0.488951  0.490665
413.333  414.583  0.998887  1.00009  0.48944  0.489958
416  417.25  1.00017  0.999799  0.489984  0.489811
418.667  419.917  0.99685  1.00314  0.488367  0.491448
421.333  422.583  0.995234  1.0003  0.487571  0.490048
424  425.25  0.99925  1.00032  0.489532  0.490063
426.667  427.917  1.00021  0.999535  0.49  0.489685
429.333  430.583  0.993924  1.00148  0.487054  0.490628
432  433.25  1.00345  1.00204  0.491595  0.490899
434.667  435.917  0.999216  1.00073  0.489516  0.490258
437.333  438.583  1.00175  1.00253  0.490779  0.491145
440  441.25  1.00391  1.0027  0.491818  0.491226
