0  0  6
0  0.001  6
0  0.002  3
0  0.003  3
0  0.004  1
0  0.005  4
0  0.006  2
0  0.007  1
0  0.008  1
0  0.009  2
0  0.01  0
0  0.011  0
0  0.012  3
0  0.013  1
0  0.014  2
0  0.015  1
0  0.016  2
0  0.017  2
0  0.018  1
0  0.019  2
0  0.02  0
0  0.021  2
0  0.022  0
0  0.023  1
0  0.024  0
0  0.025  0
0  0.026  0
0  0.027  0
0  0.028  1
0  0.029  0
0  0.03  0
0  0.031  0
0  0.032  0
0  0.033  1
0  0.034  0
0  0.035  0
0  0.036  2
0  0.037  0
0  0.038  1
0  0.039  0
0  0.04  0
0  0.041  0
0  0.042  1
0  0.043  0
0  0.044  0
0  0.045  1
0  0.046  0
0  0.047  0
0  0.048  0
0  0.049  0
0  0.05  0
0  0.051  0
0  0.052  1
0  0.053  0
0  0.054  0
0  0.055  0
0  0.056  0
0  0.057  0
0  0.058  0
0  0.059  0
0  0.06  0
0  0.061  0
0  0.062  0
0  0.063  0
0  0.064  0
0  0.065  0
0  0.066  0
0  0.067  0
0  0.068  0
0  0.069  0
0  0.07  0
0  0.071  0
0  0.072  0
0  0.073  0
0  0.074  0
0  0.075  0
0  0.076  0
0  0.077  0
0  0.078  0
0  0.079  0
0  0.08  0
0  0.081  0
0  0.082  0
0  0.083  1
0  0.084  0
0  0.085  0
0  0.086  0
0  0.087  0
0  0.088  0
0  0.089  0
0  0.09  0
0  0.091  0
0  0.092  1
0  0.093  0
0  0.094  0
0  0.095  0
0  0.096  0
0  0.097  0
0  0.098  0
0  0.099  0

0.001  0  2
0.001  0.001  6
0.001  0.002  1
0.001  0.003  1
0.001  0.004  4
0.001  0.005  4
0.001  0.006  2
0.001  0.007  3
0.001  0.008  3
0.001  0.009  2
0.001  0.01  1
0.001  0.011  0
0.001  0.012  2
0.001  0.013  0
0.001  0.014  2
0.001  0.015  1
0.001  0.016  1
0.001  0.017  7
0.001  0.018  3
0.001  0.019  1
0.001  0.02  1
0.001  0.021  0
0.001  0.022  0
0.001  0.023  0
0.001  0.024  2
0.001  0.025  0
0.001  0.026  1
0.001  0.027  0
0.001  0.028  0
0.001  0.029  0
0.001  0.03  0
0.001  0.031  1
0.001  0.032  0
0.001  0.033  0
0.001  0.034  0
0.001  0.035  0
0.001  0.036  0
0.001  0.037  0
0.001  0.038  0
0.001  0.039  0
0.001  0.04  0
0.001  0.041  0
0.001  0.042  0
0.001  0.043  0
0.001  0.044  0
0.001  0.045  0
0.001  0.046  0
0.001  0.047  0
0.001  0.048  1
0.001  0.049  0
0.001  0.05  0
0.001  0.051  0
0.001  0.052  0
0.001  0.053  0
0.001  0.054  0
0.001  0.055  0
0.001  0.056  0
0.001  0.057  1
0.001  0.058  0
0.001  0.059  0
0.001  0.06  0
0.001  0.061  0
0.001  0.062  0
0.001  0.063  0
0.001  0.064  0
0.001  0.065  0
0.001  0.066  0
0.001  0.067  0
0.001  0.068  0
0.001  0.069  1
0.001  0.07  0
0.001  0.071  1
0.001  0.072  0
0.001  0.073  0
0.001  0.074  0
0.001  0.075  0
0.001  0.076  0
0.001  0.077  0
0.001  0.078  0
0.001  0.079  0
0.001  0.08  0
0.001  0.081  0
0.001  0.082  0
0.001  0.083  0
0.001  0.084  0
0.001  0.085  0
0.001  0.086  0
0.001  0.087  0
0.001  0.088  0
0.001  0.089  0
0.001  0.09  0
0.001  0.091  0
0.001  0.092  0
0.001  0.093  0
0.001  0.094  0
0.001  0.095  0
0.001  0.096  0
0.001  0.097  0
0.001  0.098  0
0.001  0.099  0

0.002  0  5
0.002  0.001  4
0.002  0.002  4
0.002  0.003  1
0.002  0.004  1
0.002  0.005  3
0.002  0.006  3
0.002  0.007  1
0.002  0.008  2
0.002  0.009  2
0.002  0.01  1
0.002  0.011  2
0.002  0.012  1
0.002  0.013  3
0.002  0.014  1
0.002  0.015  0
0.002  0.016  0
0.002  0.017  3
0.002  0.018  1
0.002  0.019  0
0.002  0.02  1
0.002  0.021  1
0.002  0.022  0
0.002  0.023  2
0.002  0.024  0
0.002  0.025  4
0.002  0.026  2
0.002  0.027  0
0.002  0.028  1
0.002  0.029  0
0.002  0.03  0
0.002  0.031  2
0.002  0.032  0
0.002  0.033  0
0.002  0.034  0
0.002  0.035  0
0.002  0.036  0
0.002  0.037  0
0.002  0.038  1
0.002  0.039  0
0.002  0.04  0
0.002  0.041  0
0.002  0.042  0
0.002  0.043  1
0.002  0.044  0
0.002  0.045  0
0.002  0.046  0
0.002  0.047  0
0.002  0.048  0
0.002  0.049  0
0.002  0.05  0
0.002  0.051  0
0.002  0.052  0
0.002  0.053  0
0.002  0.054  0
0.002  0.055  0
0.002  0.056  0
0.002  0.057  0
0.002  0.058  1
0.002  0.059  1
0.002  0.06  0
0.002  0.061  0
0.002  0.062  0
0.002  0.063  1
0.002  0.064  0
0.002  0.065  0
0.002  0.066  0
0.002  0.067  0
0.002  0.068  0
0.002  0.069  0
0.002  0.07  0
0.002  0.071  0
0.002  0.072  0
0.002  0.073  0
0.002  0.074  0
0.002  0.075  0
0.002  0.076  0
0.002  0.077  0
0.002  0.078  0
0.002  0.079  0
0.002  0.08  0
0.002  0.081  0
0.002  0.082  0
0.002  0.083  0
