-9  -7.5  0.999668  0.999993  0.000489499  0.000545265
-6  -4.5  0.999897  1.00002  0.000639693  0.00103184
-3  -1.5  1.00043  0.999988  0.000568482  0.000774726
0  1.5  1.00105  0.999167  0.00119403  0.00132168
3  4.5  1.00201  0.99775  0.00149512  0.00184276
6  7.5  1.00286  0.996758  0.00148548  0.00218737
9  10.5  1.00367  0.996546  0.00185835  0.00229484
12  13.5  1.00428  0.996326  0.00239535  0.00215222
15  16.5  1.00423  0.996421  0.00250378  0.00172207
18  19.5  1.0043  0.996925  0.00246051  0.0014011
21  22.5  1.00424  0.997102  0.00201476  0.00143219
24  25.5  1.00384  0.99704  0.00175814  0.00196238
27  28.5  1.00347  0.997591  0.00172766  0.00245815
30  31.5  1.00347  1.00009  0.00217297  0.00250106
33  34.5  1.0005  1.00109  0.00206403  0.00258085
36  37.5  1.0002  1.001  0.00198935  0.00218561
39  40.5  0.999749  1.00053  0.0014705  0.00165123
42  43.5  0.999962  1.00032  0.000933617  0.00106427
45  46.5  0.999968  1.00028  0.000493817  0.000851884
48  49.5  0.999707  1.0002  0.000495385  0.000929699
51  52.5  0.999668  0.999993  0.000489499  0.000545265
54  55.5  0.999897  1.00002  0.000639693  0.00103184
57  58.5  1.00043  0.999988  0.000568482  0.000774726
