0     0.998089    1.
3     1.0028    0.99638
6     1.00205    1.00258
9     1.00121    1.00196
12     1.00102    0.997696
15     1.00005    1.00103
18     1.00133    0.99792
21     0.996619    1.00304
24     0.998692    1.00001
27     0.998408    1.00082
30     1.00032    0.996127
33     1.0013    0.998145
36     1.00075    0.999942
39     1.00018    0.99618
42     0.996959    1.00022
45     0.999693    0.998035
48     0.996153    0.99915
51     0.997527    0.998868
54     1.00101    0.995843
57     1.00154    0.995748
60     0.996777    0.997937
63     0.996793    0.994002
66     0.997879    0.997489
69     0.998454    0.995741
72     0.996674    1.00004
75     0.997382    0.994605
78     0.999528    0.997211
81     0.998067    0.998733
84     0.996797    0.997006
87     0.996674    0.999864
90     1.00217    0.999658
93     1.00211    0.997969
96     1.00179    0.994381
99     0.996992    1.00013
102     0.999408    1.00014
105     0.998313    0.997595
108     0.998859    0.997698
111     0.99927    0.994832
114     0.996579    1.00001
117     1.00169    0.99969
120     0.998857    1.00134
123     0.998847    0.992641
126     0.996598    0.999143
129     1.00011    0.997671
132     0.996068    1.00234
135     0.999536    0.995265
138     1.00085    0.998039
141     0.999667    0.998796
144     1.00098    1.00035
147     1.00237    0.998974
150     1.00193    1.00351
153     1.00187    0.998127
156     1.00462    1
159     1.00228    1.00129
162     1.00305    0.998057
165     1.00135    1.00107
168     1.00623    1.00114
171     1.00835    1.00026
174     1.01291    1.00505
177     1.00691    1.00278
180     1.00223    0.998515
183     1.00186    0.998977
186     1.00692    1.00062
189     1.00527    0.999697
192     1.00607    0.999419
195     1.00428    0.99948
198     1.00693    1.00187
201     1.00432    0.999639
204     1.00454    1.00062
207     1.00447    0.998384
210     1.00642    1.00145
213     1.00415    1.00045
216     1.00547    1.00124
219     1.00508    1.00025
222     1.0087    1.00118
225     1.00655    1.00067
228     1.00878    0.997637
231     1.00408    1.00247
234     1.00703    1.00245
237     1.00306    1.00217
240     1.00383    1.00292
243     1.00456    0.998926
246     1.01088    1.00076
249     1.01131    1.00108
252     1.00826    0.999159
255     1.00362    1.00045
258     1.01028    0.99836
261     1.01023    1.00357
264     1.00372    1.00238
267     1.00404    0.998518
270     1.0048    1.00373
273     1.00644    1.00014
276     1.00774    1.00131
279     1.00842    0.999921
282     1.00462    1.00245
285     1.00265    0.997708
288     1.00153    1.00071
291     1.00186    0.99893
294     1.00615    1.00024
297     1.00212    1.00412
300     1.002    0.996224
303     1.00538    1.00046
306     1.00874    1.00098
309     1.01082    1.00219
312     1.00586    1.00115
315     1.00566    0.999338
318     1.00437    1.00321
321     1.00197    1.00092
324     1.00316    0.998629
327     1.00594    0.998826
330     1.01101    0.99935
333     1.00848    0.99912
336     1.01114    0.998102
339     1.00738    1.00153
342     1.00379    0.998876
345     1.00099    0.997049
348     1.00656    0.998788
351     1.00513    1.00158
354     1.0038    0.998076
357     1.00396    0.999456
360     1.00789    0.996429
363     1.00801    0.999242
366     1.00623    0.997582
369     1.00337    0.999238
372     1.00906    0.997133
375     1.01814    1.00658
378     1.01122    1.00086
381     1.00455    0.997753
384     1.00644    0.998583
387     1.00663    1.00071
390     1.00366    1.00049
393     1.00436    1.00002
396     1.00907    0.999357
399     1.0069    0.999582
402     1.0044    0.99531
405     1.00509    0.995604
408     1.00784    0.996567
411     1.00457    1.00029
414     1.00566    0.999853
417     1.00285    0.998651
420     1.00487    0.997176
423     1.00647    0.999692
426     1.00607    0.999641
429     1.00682    0.999059
432     1.00526    1.00162
435     1.00204    0.998
438     1.00372    0.999004
441     1.00623    0.999198
444     1.0068    0.996791
447     1.00159    0.996445
450     1.00297    0.997003
453     1.00756    0.996528
456     1.01017    0.993687
459     0.999522    0.990461
462     0.998212    0.993842
465     1.00003    0.994932
468     1.00149    0.998945
471     0.99907    0.996003
474     1.00218    0.996524
477     1.00093    0.994859
480     1.0015    0.993317
483     1.00062    0.996551
486     1.00223    0.998154
489     0.999372    0.997857
492     0.999255    0.993626
495     1.00032    0.998516
498     1.00116    0.996715
501     0.996156    0.997757
504     0.995345    0.99214
507     0.998998    0.993898
510     1.00105    0.99427
513     1.00381    0.996741
516     1.00312    0.994254
519     0.996583    0.998222
522     0.994627    0.992937
525     0.994118    0.997542
528     0.999185    0.996776
531     0.998543    1.00058
534     0.999663    0.992803
537     0.998178    0.995318
540     1.00425    0.994048
543     1.00262    0.997105
546     1.00384    0.991931
549     1.00083    0.993779
552     1.00681    0.994717
555     1.00501    0.997863
558     1.00288    0.993458
561     1.00313    0.995924
564     0.996441    0.994825
567     0.99437    0.992981
570     0.998988    0.993465
573     1.00288    0.994018
576     1.00199    0.993725
579     1.00185    0.993119
582     1.00155    0.995759
585     1.0002    0.99707
588     0.99823    0.995937
591     0.99527    0.995353
